516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
516,1,18,0,123,2,192
